merchant_id,merchant_name,category,country,onboard_date,risk_score
22200,Young Ltd,Travel,US,2024-08-08,0.514
22201,Lopez-Ryan,Retail,IN,2023-06-23,0.428
22202,"Boyd, Gilbert and Taylor",Retail,UK,2025-07-08,0.632
22203,Proctor and Sons,Food,US,2025-04-13,0.999
22204,Palmer Ltd,Electronics,IN,2026-03-01,0.898
22205,"Wright, Roberson and Myers",Travel,UK,2025-09-07,0.582
22206,Snyder Inc,Retail,IN,2024-05-21,0.069
22207,"Vargas, Patterson and Pope",Food,US,2024-03-10,0.865
22208,"Padilla, Dixon and Barker",Food,UK,2025-02-11,0.19
22209,Guerra-Dickerson,Food,UK,2026-01-26,0.659
22210,"Chung, Alexander and Gonzalez",Retail,UK,2023-05-10,0.707
22211,"Davidson, Evans and Bonilla",Retail,US,2024-08-04,0.595
22212,Leon PLC,Travel,IN,2024-08-27,0.074
22213,Peck-Cook,Retail,UK,2024-10-01,0.82
22214,Tran-Brown,Travel,IN,2024-06-05,0.344
22215,"Fletcher, Dominguez and English",Retail,UK,2025-07-31,0.094
22216,Green-Adams,Food,IN,2025-09-06,0.759
22217,Walker Inc,Travel,IN,2026-02-06,0.312
22218,Hernandez and Sons,Electronics,IN,2024-03-04,0.111
22219,"Myers, Blair and Johnson",Travel,UK,2025-03-10,0.061
22220,Parker and Sons,Electronics,UK,2023-12-26,0.989
22221,"Lewis, Parker and Knox",Retail,IN,2023-10-27,0.827
22222,"Glass, Camacho and Lee",Travel,UK,2023-07-30,0.771
22223,Taylor-Lewis,Food,UK,2025-02-16,0.502
22224,Reed-Ramirez,Travel,IN,2024-03-06,0.213
22225,Rodriguez-Lawrence,Electronics,US,2025-07-30,0.8
22226,Schneider-Pratt,Travel,US,2025-02-10,0.636
22227,Choi-Pearson,Food,US,2023-12-09,0.636
22228,Butler Inc,Retail,US,2026-01-15,0.261
22229,"Williams, Black and Hill",Retail,UK,2026-01-19,0.083
22230,Phillips Inc,Travel,IN,2024-11-25,0.108
22231,"Austin, Novak and Davis",Travel,UK,2024-04-19,0.089
22232,Lopez-Nelson,Electronics,US,2023-06-10,0.938
22233,Andrade PLC,Travel,UK,2024-02-16,0.103
22234,Marsh-Griffith,Travel,IN,2025-01-26,0.501
22235,Dominguez Inc,Retail,US,2025-08-31,0.53
22236,Lee-Frank,Food,UK,2024-04-30,0.729
22237,"Lewis, Riddle and Randall",Electronics,IN,2025-09-08,0.946
22238,"Maxwell, Howard and Rivers",Electronics,UK,2024-10-24,0.946
22239,Bradley-Hunt,Food,IN,2023-06-03,0.011
22240,"Ayers, Lee and Leblanc",Food,IN,2023-06-18,0.536
22241,Smith-Rodriguez,Travel,UK,2025-07-31,0.251
22242,"Chan, Tran and Pena",Food,US,2025-06-08,0.655
22243,Anderson-Mcbride,Electronics,IN,2023-04-28,0.289
22244,Morales-Ramirez,Travel,US,2026-03-25,0.017
22245,Martinez and Sons,Food,US,2024-02-19,0.617
22246,Wilson-Richardson,Food,IN,2025-11-03,0.822
22247,Caldwell-Brown,Travel,IN,2025-01-15,0.649
22248,"Scott, Johnson and Walker",Electronics,US,2024-05-18,0.31
22249,Maddox Ltd,Retail,US,2025-06-22,0.983
22250,Olsen and Sons,Retail,IN,2024-01-04,0.759
22251,"Krueger, Gomez and Hansen",Retail,UK,2025-01-16,0.396
22252,"Young, Garcia and Peterson",Electronics,IN,2025-08-08,0.246
22253,Cummings-Scott,Retail,UK,2024-09-17,0.073
22254,Williams Group,Electronics,US,2023-12-19,0.209
22255,"Jones, Grant and Hernandez",Retail,US,2024-10-19,0.218
22256,Hughes-Price,Retail,US,2023-05-20,0.652
22257,"Perez, Mcclure and Kelly",Travel,IN,2026-04-01,0.936
22258,Dean Inc,Food,UK,2026-03-19,0.799
22259,"Snyder, Gonzales and Clark",Electronics,IN,2026-02-16,0.175
22260,Hernandez-Walls,Travel,US,2023-08-04,0.587
22261,Underwood-Rodriguez,Food,IN,2024-08-28,0.85
22262,Buck-Lee,Electronics,UK,2024-02-12,0.057
22263,Williams Group,Food,US,2025-10-22,0.596
22264,"Carter, Knapp and Luna",Retail,UK,2024-05-22,0.264
22265,Lopez-Jenkins,Retail,US,2024-11-04,0.726
22266,Farrell-Branch,Retail,IN,2026-03-09,0.172
22267,Cowan-Chase,Retail,US,2023-05-28,0.245
22268,Thomas and Sons,Electronics,IN,2025-06-07,0.306
22269,"Stewart, Kemp and Bonilla",Retail,IN,2025-07-09,0.412
22270,Norris and Sons,Travel,UK,2024-09-26,0.753
22271,Martin Ltd,Retail,IN,2026-04-02,0.103
22272,Williams-Henderson,Electronics,IN,2025-06-26,0.051
22273,"Travis, Donovan and Alexander",Travel,UK,2023-10-02,0.209
22274,Ellis-Livingston,Travel,US,2025-07-26,0.848
22275,Meyer-Turner,Retail,IN,2024-01-26,0.272
22276,Mcconnell-Guerrero,Food,IN,2025-07-21,0.389
22277,West-Garcia,Travel,US,2024-11-21,0.245
22278,"Ruiz, Wright and Ingram",Retail,US,2026-03-05,0.932
22279,Miller Inc,Retail,UK,2023-12-18,0.188
22280,Arnold-Cunningham,Food,UK,2025-03-06,0.204
22281,Silva Ltd,Food,IN,2025-12-24,0.364
22282,Jordan-Williams,Electronics,US,2025-10-21,0.95
22283,Le-Vincent,Travel,US,2025-04-02,0.894
22284,Soto and Sons,Travel,IN,2023-12-15,0.692
22285,Hudson-Miller,Retail,UK,2025-05-08,0.42
22286,Cervantes Group,Travel,US,2026-03-19,0.704
22287,Park-Rogers,Travel,US,2024-07-30,0.18
22288,Cantu-Thompson,Travel,IN,2024-12-21,0.677
22289,King Inc,Travel,US,2023-06-17,0.003
22290,Rosario-Benson,Retail,UK,2024-10-24,0.035
22291,White-Reed,Retail,US,2025-01-27,0.027
22292,"Salas, Smith and Adams",Retail,IN,2024-12-18,0.829
22293,King-Walker,Retail,UK,2023-12-18,0.027
22294,Mcpherson LLC,Food,IN,2025-11-01,0.383
22295,"Lindsey, Bolton and Wilson",Retail,IN,2024-07-14,0.528
22296,Irwin-Sanchez,Retail,US,2024-07-09,0.094
22297,Tanner-Rodriguez,Electronics,US,2024-01-13,0.309
22298,Robinson-Gomez,Food,UK,2023-11-03,0.467
22299,"Hayes, Orr and Wong",Food,US,2024-02-02,0.76
22300,Fernandez Ltd,Retail,US,2025-08-09,0.767
22301,Barker-Peterson,Electronics,US,2024-02-05,0.302
22302,"Jones, Boyer and Wilson",Electronics,US,2023-10-09,0.716
22303,Lynn LLC,Food,US,2023-12-24,0.363
22304,"May, Knight and Ellis",Travel,US,2024-10-03,0.309
22305,Carpenter Inc,Electronics,US,2023-06-25,0.084
22306,"Larson, Evans and Gonzalez",Travel,US,2024-03-09,0.426
22307,Bailey and Sons,Food,IN,2023-08-22,0.739
22308,Jackson Inc,Travel,US,2024-08-14,0.221
22309,"Miller, Rivera and Jones",Retail,IN,2025-05-15,0.963
22310,Becker-Morris,Food,US,2025-09-12,0.74
22311,Mccarthy-Downs,Food,UK,2024-06-30,0.382
22312,Newton-Torres,Travel,US,2024-10-21,0.529
22313,Juarez-Scott,Food,UK,2024-01-28,0.234
22314,Arnold-Mckinney,Travel,US,2025-11-15,0.159
22315,"Duncan, Pierce and Martinez",Retail,IN,2025-07-09,0.888
22316,Dyer and Sons,Food,US,2025-03-06,0.221
22317,Daniel and Sons,Retail,IN,2024-06-29,0.314
22318,"Duarte, Adams and Ramirez",Food,IN,2024-08-26,0.312
22319,Vasquez-Johnson,Retail,US,2025-10-29,0.918
22320,"Hull, Martinez and Diaz",Food,UK,2024-12-24,0.83
22321,Maxwell-Miranda,Travel,US,2025-01-07,0.237
22322,Morris-Tanner,Travel,IN,2024-04-22,0.075
22323,Wilkerson-Weaver,Travel,IN,2025-05-07,0.823
22324,"Evans, Stephens and Harding",Travel,US,2024-08-15,0.861
22325,Larson and Sons,Retail,IN,2023-10-16,0.839
22326,"Nelson, Gardner and Graves",Retail,UK,2026-01-17,0.607
22327,Hanna-Castillo,Travel,UK,2023-05-06,0.916
22328,"Smith, Gilbert and Park",Retail,IN,2024-02-23,0.827
22329,Knapp-Bauer,Travel,US,2023-10-14,0.642
22330,Wright PLC,Travel,IN,2024-02-06,0.185
22331,Scott LLC,Travel,US,2023-09-06,0.644
22332,Lee-Warren,Travel,US,2025-02-05,0.825
22333,Garza-Sanchez,Electronics,US,2024-12-09,0.822
22334,"Perez, Smith and Banks",Travel,UK,2023-10-03,0.535
22335,Odom-Baker,Electronics,IN,2023-09-07,0.39
22336,Brown Ltd,Retail,UK,2024-12-10,0.416
22337,"Johnson, Jackson and Guerrero",Food,US,2025-01-12,0.543
22338,Robinson Ltd,Food,UK,2025-10-19,0.29
22339,Hamilton-Davis,Electronics,IN,2024-03-12,0.37
22340,Bruce Group,Travel,UK,2023-07-16,0.255
22341,"Graham, Peterson and King",Travel,IN,2026-04-10,0.732
22342,Jones-Jones,Travel,UK,2024-10-25,0.879
22343,Mendoza-Perez,Food,IN,2025-09-29,0.833
22344,Williams-Edwards,Electronics,US,2025-10-06,0.565
22345,Brown Ltd,Electronics,UK,2024-11-02,0.57
22346,Monroe-Bradley,Travel,IN,2024-08-22,0.336
22347,"Hamilton, Weaver and Wright",Travel,IN,2024-11-06,0.078
22348,Garcia Group,Travel,IN,2024-04-09,0.377
22349,"Harrell, Shea and Rios",Food,US,2023-08-01,0.497
22350,Rhodes Group,Food,UK,2024-09-16,0.628
22351,Hernandez-Hamilton,Food,UK,2025-01-20,0.191
22352,Steele-Dawson,Food,UK,2023-11-28,0.458
22353,Yang LLC,Electronics,IN,2024-01-16,0.075
22354,White-Miller,Retail,US,2025-09-04,0.159
22355,"Caldwell, Wood and Stanley",Retail,US,2025-08-11,0.267
22356,Mitchell-Brock,Electronics,US,2025-06-03,0.495
22357,Hill-Bennett,Electronics,US,2024-04-11,0.134
22358,Lawson Group,Retail,IN,2023-05-11,0.766
22359,Moore Ltd,Electronics,US,2024-04-30,0.938
22360,"Costa, Gonzalez and Johnson",Retail,US,2026-04-10,0.444
22361,Edwards-Mayer,Food,IN,2024-06-28,0.499
22362,Espinoza PLC,Retail,IN,2023-11-28,0.471
22363,Carson PLC,Electronics,IN,2025-02-24,0.425
22364,Cruz-Allen,Travel,US,2024-04-13,0.997
22365,Howard Ltd,Food,US,2025-02-18,0.154
22366,"Gilmore, Berry and Reeves",Travel,IN,2023-05-13,0.316
22367,Lowe-Miller,Electronics,US,2025-08-25,0.856
22368,Johnson LLC,Travel,IN,2023-06-01,0.644
22369,Black Ltd,Retail,US,2023-10-05,0.057
22370,Jackson-Smith,Retail,US,2025-04-13,0.824
22371,"Steele, Riley and Everett",Travel,US,2025-11-16,0.732
22372,Smith PLC,Travel,IN,2023-09-05,0.266
22373,Blair-Baxter,Electronics,US,2025-08-26,0.341
22374,Howard Inc,Food,IN,2025-09-13,0.75
22375,"Webb, George and Johnson",Travel,US,2025-09-09,0.54
22376,George Ltd,Travel,UK,2025-08-19,0.62
22377,Olson-Estrada,Electronics,IN,2024-10-09,0.039
22378,"Woodard, Shelton and Galloway",Electronics,UK,2025-02-13,0.285
22379,"Baker, Pearson and Payne",Electronics,UK,2024-08-04,0.342
22380,"Brown, King and Adkins",Electronics,US,2025-07-16,0.745
22381,Clay Ltd,Travel,UK,2023-04-28,0.407
22382,Young-Cooper,Electronics,IN,2023-08-09,0.306
22383,Riddle Group,Food,US,2024-03-19,0.034
22384,Hall-Clark,Electronics,US,2024-07-20,0.582
22385,Melton-Cortez,Food,US,2025-10-24,0.003
22386,Kelly Ltd,Electronics,IN,2025-08-26,0.665
22387,Villegas-Jensen,Travel,UK,2025-07-14,0.763
22388,"Love, Hall and Curry",Retail,IN,2026-02-13,0.833
22389,Robinson Inc,Travel,US,2024-09-01,0.489
22390,"Rodriguez, Cuevas and Rivera",Electronics,US,2025-05-20,0.94
22391,Bennett-Kramer,Retail,US,2023-08-30,0.803
22392,Elliott-Kennedy,Travel,UK,2023-08-20,0.855
22393,Villarreal Group,Retail,IN,2023-10-11,0.613
22394,"Davis, Parks and Thomas",Food,UK,2026-02-28,0.908
22395,"Santos, Villanueva and Owens",Electronics,US,2026-01-16,0.097
22396,"Sullivan, Simmons and Smith",Travel,UK,2024-09-04,0.784
22397,Hunt PLC,Electronics,US,2025-04-03,0.351
22398,"Lamb, Johnson and Lawson",Food,UK,2025-09-15,0.064
22399,Austin Ltd,Food,US,2026-02-06,0.355
22400,Mclaughlin LLC,Travel,US,2024-01-05,0.365
22401,"Dalton, Davis and Brooks",Retail,US,2023-12-28,0.441
22402,Hill-Vasquez,Travel,US,2025-11-25,0.489
22403,Cummings PLC,Food,US,2024-04-24,0.98
22404,Potter-Schneider,Food,UK,2024-06-09,0.537
22405,"Torres, Schmidt and Williams",Retail,IN,2024-10-20,0.204
22406,"Davis, Nunez and Jackson",Travel,US,2025-08-12,0.028
22407,"Nguyen, Murphy and Maxwell",Travel,UK,2024-02-05,0.509
22408,Anderson-Blair,Electronics,US,2024-08-05,0.439
22409,Bailey Ltd,Food,UK,2024-04-02,0.237
22410,"Carr, Smith and Montes",Travel,US,2024-08-16,0.549
22411,Stanley-Sanchez,Retail,US,2026-02-03,0.382
22412,"Watts, Boyd and Morrow",Travel,IN,2026-03-27,0.542
22413,Rodriguez-Brown,Retail,IN,2024-12-19,0.023
22414,Curtis and Sons,Electronics,UK,2023-08-13,0.186
22415,"Gomez, Douglas and Joseph",Electronics,IN,2026-03-19,0.461
22416,Tucker-Johnson,Travel,UK,2025-12-29,0.545
22417,"Gardner, Mccann and Frazier",Electronics,US,2025-09-14,0.416
22418,Simmons-Jennings,Electronics,UK,2025-07-19,0.949
22419,"Suarez, Williams and Mckee",Food,UK,2024-02-28,0.572
22420,Hebert Group,Travel,IN,2025-10-28,0.298
22421,Harris Inc,Electronics,UK,2024-10-23,0.984
22422,"Sanchez, Hammond and Foster",Food,UK,2023-11-25,0.968
22423,"Zhang, Kane and Patterson",Food,IN,2025-10-31,0.686
22424,Castro-Foster,Retail,UK,2025-01-06,0.197
22425,Mckenzie-Horton,Travel,UK,2024-10-02,0.012
22426,"Curry, Murray and Newton",Electronics,UK,2023-09-08,0.922
22427,Chavez-Craig,Retail,UK,2023-08-06,0.892
22428,"Ramsey, Baker and Harmon",Electronics,US,2023-07-18,0.498
22429,"Livingston, Lewis and Lutz",Food,US,2025-09-11,0.269
22430,Brooks LLC,Retail,UK,2024-03-27,0.692
22431,"Morris, Gutierrez and Thompson",Retail,UK,2025-07-15,0.087
22432,"Johnson, Lopez and Watts",Electronics,UK,2024-06-02,0.837
22433,Sanchez-Holloway,Food,IN,2023-08-15,0.943
22434,Walton PLC,Retail,US,2025-08-12,0.404
22435,Howard and Sons,Travel,UK,2023-10-12,0.755
22436,"Kennedy, Erickson and Cobb",Electronics,US,2026-03-12,0.048
22437,Miller-Young,Retail,IN,2024-05-29,0.215
22438,"Freeman, Garcia and Baker",Electronics,UK,2025-11-14,0.429
22439,Burke Ltd,Electronics,UK,2025-05-01,0.41
22440,Aguirre Inc,Electronics,US,2023-09-16,0.763
22441,Diaz Ltd,Retail,UK,2025-08-20,0.587
22442,Fernandez-Wu,Retail,US,2024-12-01,0.715
22443,Mendez-Smith,Electronics,US,2023-09-28,0.249
22444,Cook-Chang,Food,UK,2023-08-23,0.211
22445,Kelley-Patterson,Electronics,US,2025-01-25,0.871
22446,Johnson-Todd,Electronics,IN,2025-06-13,0.863
22447,Pearson PLC,Retail,US,2024-04-05,0.962
22448,"Mcknight, Carter and Garcia",Travel,UK,2024-11-12,0.876
22449,"Peterson, Benson and Hunter",Food,US,2025-12-08,0.52
22450,Ramirez-Vargas,Food,UK,2023-08-09,0.433
22451,Mitchell Inc,Electronics,IN,2024-05-11,0.061
22452,Perry Group,Food,IN,2026-02-13,0.07
22453,Lopez-Turner,Retail,UK,2024-05-13,0.127
22454,Mitchell-Reed,Retail,IN,2025-05-07,0.062
22455,Collins PLC,Retail,US,2025-05-31,0.468
22456,Edwards-Jones,Electronics,UK,2024-02-13,0.07
22457,Barron and Sons,Food,US,2024-03-02,0.597
22458,"Benson, Warner and Allen",Electronics,IN,2024-02-15,0.96
22459,Baird-Crawford,Retail,IN,2025-04-29,0.536
22460,Benson-Bowen,Electronics,US,2023-09-15,0.715
22461,"George, Lewis and Andrews",Travel,US,2023-07-12,0.706
22462,"Meyer, Johnson and Marshall",Travel,UK,2024-11-09,0.488
22463,Martin-Williams,Travel,UK,2023-11-18,0.893
22464,Lee and Sons,Travel,UK,2026-04-10,0.301
22465,"Brown, Stevens and Holt",Electronics,UK,2025-11-01,0.338
22466,Thompson-Wilson,Electronics,IN,2023-07-06,0.482
22467,Alexander Ltd,Retail,US,2025-05-16,0.782
22468,Castro and Sons,Food,IN,2024-11-07,0.584
22469,Williams PLC,Retail,US,2024-01-14,0.63
22470,"Allen, Williams and Little",Electronics,UK,2025-08-29,0.412
22471,Warren-Martin,Food,IN,2023-06-27,0.375
22472,Marsh PLC,Travel,UK,2025-03-05,0.554
22473,"Murphy, Romero and Kelly",Travel,US,2025-06-26,0.134
22474,"Payne, Harrison and Holloway",Electronics,US,2025-04-28,0.772
22475,Wright-Miller,Retail,US,2024-01-04,0.533
22476,Smith PLC,Retail,UK,2025-02-26,0.478
22477,Wilkins LLC,Electronics,IN,2025-02-26,0.665
22478,Miller-Thomas,Travel,IN,2024-01-13,0.894
22479,Brown-Turner,Retail,IN,2025-06-17,0.052
22480,"Taylor, Nelson and Wilson",Travel,US,2025-04-03,0.017
22481,Stewart-Carson,Retail,IN,2024-05-22,0.778
22482,"Howard, Williams and Bryant",Electronics,UK,2024-04-22,0.779
22483,Ball-Edwards,Electronics,UK,2024-01-22,0.808
22484,Lee Ltd,Food,UK,2023-10-08,0.99
22485,Gomez-Carlson,Travel,UK,2025-06-19,0.221
22486,Church PLC,Travel,UK,2026-02-02,0.023
22487,Hess-Smith,Food,UK,2024-12-27,0.912
22488,"Ramirez, Walters and Smith",Travel,IN,2024-01-20,0.491
22489,"Gray, Boyd and Cruz",Food,UK,2025-01-26,0.001
22490,"Kelley, Chen and Olson",Food,UK,2024-02-26,0.781
22491,Espinoza-Perkins,Retail,UK,2024-10-26,0.622
22492,Acosta LLC,Retail,UK,2025-05-20,0.529
22493,Alexander-Mckenzie,Retail,UK,2023-08-24,0.945
22494,"Evans, Torres and Martin",Retail,IN,2026-03-03,0.336
22495,Ward-Mccoy,Travel,UK,2025-02-22,0.812
22496,"Palmer, Wilson and Peterson",Electronics,UK,2026-01-13,0.335
22497,Chung Inc,Food,US,2025-01-03,0.307
22498,"Mitchell, Clark and Lane",Travel,UK,2024-05-31,0.09
22499,Fletcher-Smith,Electronics,UK,2025-06-05,0.795
22500,Andrews-Cole,Food,US,2025-11-04,0.031
22501,"Jones, Bautista and Barr",Retail,US,2023-05-31,0.381
22502,"Trevino, Carter and Frank",Travel,US,2025-11-30,0.102
22503,Torres Group,Travel,US,2025-08-08,0.677
22504,Lee LLC,Retail,UK,2024-08-07,0.343
22505,"Reese, Cochran and Turner",Retail,IN,2024-02-07,0.03
22506,Foster-Tucker,Retail,US,2023-10-18,0.215
22507,"Horn, Garcia and Rice",Food,IN,2026-01-14,0.554
22508,Hoover PLC,Retail,UK,2026-02-01,0.254
22509,"Burton, Mann and Warner",Travel,US,2025-06-12,0.317
22510,"Wilson, Fletcher and Anderson",Travel,UK,2026-04-08,0.724
22511,"Stokes, Clark and Ramirez",Electronics,US,2023-05-08,0.516
22512,Scott-Little,Retail,US,2024-12-29,0.649
22513,"Mccann, English and Gonzalez",Food,IN,2026-01-23,0.876
22514,Lee-Hernandez,Electronics,IN,2026-02-12,0.941
22515,Mitchell-Henry,Electronics,US,2025-02-14,0.774
22516,Long and Sons,Travel,US,2025-06-01,0.896
22517,Smith-Elliott,Retail,IN,2024-03-06,0.62
22518,Morris-Mclean,Travel,US,2025-09-04,0.093
22519,Frazier-Gonzalez,Food,UK,2023-07-24,0.981
22520,Bell Group,Travel,US,2024-07-18,0.285
22521,Watson PLC,Electronics,US,2024-10-08,0.49
22522,Long-Moore,Travel,UK,2023-12-30,0.149
22523,Smith LLC,Travel,US,2024-11-11,0.149
22524,"Gallegos, Long and Brown",Travel,US,2025-05-19,0.666
22525,"Mack, Mcintosh and Duncan",Retail,US,2025-06-27,0.229
22526,Boyle-Henderson,Electronics,IN,2023-05-01,0.105
22527,"Levine, Parker and Smith",Electronics,US,2023-08-17,0.862
22528,"Dunn, Solis and Moody",Travel,UK,2025-03-12,0.95
22529,Barrett and Sons,Travel,IN,2024-08-25,0.28
22530,"Drake, Hardy and Murphy",Travel,UK,2024-08-21,0.553
22531,Harris-Hodge,Travel,IN,2024-08-25,0.505
22532,"Roberts, Weaver and Conway",Food,UK,2025-06-24,0.234
22533,Walters-Francis,Electronics,US,2025-01-19,0.041
22534,Goodman Inc,Travel,IN,2023-07-24,0.361
22535,Wright Ltd,Retail,UK,2025-07-18,0.804
22536,Bailey Ltd,Electronics,UK,2025-05-07,0.732
22537,"Gallegos, Liu and Johnson",Food,US,2025-12-09,0.869
22538,Bates-Ruiz,Food,UK,2025-04-17,0.452
22539,James Ltd,Travel,IN,2025-02-08,0.778
22540,"Olson, Gomez and Tran",Food,IN,2025-07-19,0.727
22541,Flores-Flowers,Travel,US,2025-02-12,0.445
22542,"Walters, Wolf and Harris",Electronics,UK,2024-04-08,0.305
22543,Simmons and Sons,Retail,UK,2026-04-10,0.667
22544,Stevens PLC,Electronics,UK,2025-06-25,0.146
22545,Sweeney-Johnson,Travel,UK,2025-06-04,0.807
22546,"Reid, Cox and Gardner",Travel,UK,2023-07-21,0.984
22547,Hoffman LLC,Electronics,IN,2025-06-26,0.453
22548,Johnson-Gutierrez,Food,IN,2024-11-11,0.861
22549,Cherry PLC,Electronics,UK,2023-08-18,0.309
22550,"Stone, Davis and Crawford",Food,UK,2024-09-12,0.925
22551,"Cooper, Cook and Jefferson",Food,US,2026-01-22,0.934
22552,Reynolds and Sons,Food,IN,2026-04-21,0.256
22553,"Brooks, Silva and Thomas",Electronics,IN,2025-12-02,0.377
22554,Maldonado-Jordan,Travel,UK,2026-03-17,0.49
22555,"Lawrence, Lynch and Marquez",Retail,IN,2024-11-07,0.704
22556,"Hall, Gaines and Robinson",Electronics,US,2023-11-28,0.553
22557,Lin-Ballard,Retail,UK,2023-12-05,0.717
22558,"Lang, Stanley and Martinez",Retail,US,2024-09-14,0.621
22559,Fuentes-Dalton,Food,UK,2024-04-03,0.795
22560,Williams-Martinez,Food,IN,2025-01-28,0.242
22561,Pena Group,Travel,IN,2024-04-13,0.445
22562,Bradford LLC,Electronics,IN,2023-07-23,0.01
22563,Miller-Williamson,Retail,US,2023-10-09,0.614
22564,"Shaw, Prince and Rodriguez",Retail,US,2026-04-21,0.986
22565,"Ali, Hansen and Mullen",Electronics,UK,2024-10-03,0.667
22566,Robertson Group,Travel,UK,2025-06-04,0.712
22567,"Johnson, Rosario and Yates",Retail,IN,2023-07-29,0.343
22568,Hines-Cole,Retail,US,2024-03-08,0.296
22569,"Moore, Sweeney and Wong",Travel,IN,2024-06-13,0.306
22570,Baker-Russell,Travel,US,2025-12-15,0.283
22571,"Rodriguez, Thompson and Bailey",Retail,UK,2024-01-29,0.499
22572,Taylor Group,Electronics,US,2025-05-11,0.425
22573,Williams-Giles,Food,IN,2024-03-30,0.991
22574,Phillips Group,Electronics,IN,2025-09-07,0.861
22575,Hill-Simmons,Electronics,IN,2024-08-26,0.292
22576,Scott LLC,Retail,UK,2023-09-17,0.172
22577,"Mckenzie, Matthews and Thomas",Travel,UK,2025-07-16,0.285
22578,Estrada-Paul,Food,US,2023-09-16,0.419
22579,"Petty, Alvarado and Hall",Retail,UK,2024-10-08,0.246
22580,Edwards-Miller,Electronics,IN,2023-11-05,0.745
22581,Thomas PLC,Travel,US,2025-08-30,0.136
22582,Roberts-Lewis,Travel,UK,2024-06-29,0.979
22583,"Hamilton, Pena and David",Retail,US,2025-10-20,0.394
22584,Edwards PLC,Travel,US,2024-06-20,0.898
22585,Henderson Group,Travel,US,2025-07-15,0.971
22586,Smith PLC,Retail,US,2024-09-25,0.926
22587,Villanueva Inc,Food,IN,2024-10-18,0.407
22588,Tate-Garcia,Retail,IN,2025-10-17,0.951
22589,Preston-Morales,Travel,US,2024-08-31,0.99
22590,"Lamb, Khan and Hunt",Retail,US,2023-05-19,0.042
22591,Jackson-Mitchell,Travel,IN,2025-02-27,0.218
22592,Jones-Douglas,Retail,UK,2026-02-02,0.493
22593,Brooks Ltd,Food,UK,2023-11-19,0.873
22594,Lopez LLC,Retail,UK,2023-10-15,0.739
22595,Singleton-Smith,Travel,US,2024-01-31,0.636
22596,Smith Group,Electronics,IN,2023-08-11,0.65
22597,Warner-Pope,Electronics,UK,2025-03-14,0.655
22598,Curtis-Stuart,Electronics,UK,2025-06-22,0.683
22599,"Smith, Jones and Sutton",Electronics,IN,2025-09-01,0.485
22600,Bolton-Scott,Retail,UK,2023-11-12,0.551
22601,Jackson Ltd,Retail,US,2026-02-15,0.094
22602,Carpenter-Morgan,Retail,UK,2024-02-24,0.324
22603,"Sullivan, Haynes and Dunn",Travel,US,2024-06-12,0.8
22604,"Roberts, Brown and Johnson",Travel,IN,2024-10-03,0.703
22605,"Gonzalez, Mullen and Taylor",Electronics,US,2026-03-23,0.447
22606,Ramirez Group,Travel,IN,2023-06-13,0.095
22607,Cruz-Rocha,Travel,UK,2024-05-20,0.628
22608,Hood LLC,Retail,IN,2023-12-17,0.146
22609,Meyer-Cook,Food,UK,2025-09-02,0.931
22610,"Moore, Norton and Le",Food,UK,2023-10-20,0.101
22611,Davis Ltd,Food,UK,2026-01-01,0.616
22612,Daniels-Herman,Electronics,US,2024-07-07,0.231
22613,Garner PLC,Electronics,IN,2024-04-19,0.426
22614,Vincent LLC,Travel,IN,2025-06-03,0.733
22615,"Stein, Rivera and Wilson",Food,UK,2024-03-11,0.346
22616,"Williams, Powell and Harrison",Travel,US,2024-12-13,0.34
22617,Jones-Cook,Travel,IN,2025-10-17,0.51
22618,Bartlett-Dixon,Food,US,2023-12-17,0.754
22619,Hansen-Reynolds,Travel,UK,2025-04-11,0.238
22620,Miller and Sons,Travel,US,2024-04-15,0.56
22621,Armstrong-Jones,Electronics,IN,2025-10-24,0.364
22622,Adams PLC,Electronics,US,2023-05-06,0.604
22623,"Cohen, Sanchez and Jones",Retail,US,2025-01-03,0.957
22624,Jones Ltd,Travel,US,2024-12-09,0.184
22625,Levy PLC,Travel,US,2025-07-25,0.179
22626,"Guzman, Wells and Gonzalez",Travel,UK,2025-10-03,0.004
22627,"Mendoza, Smith and Jones",Food,US,2023-10-26,0.012
22628,"Jenkins, Watts and Wallace",Travel,US,2025-03-18,0.166
22629,Collins and Sons,Travel,US,2025-05-24,0.956
22630,Owen Inc,Electronics,UK,2024-03-01,0.704
22631,"Roberts, Case and Sosa",Travel,IN,2024-06-28,0.537
22632,Mason Inc,Food,US,2024-07-25,0.279
22633,Walters-May,Travel,IN,2024-05-24,0.064
22634,Bowman-Choi,Retail,US,2025-06-23,0.427
22635,Jackson LLC,Travel,US,2023-06-30,0.466
22636,Martinez Ltd,Food,UK,2025-12-22,0.779
22637,Melendez-Roach,Electronics,IN,2023-08-25,0.802
22638,Gonzalez Group,Food,IN,2025-03-04,0.205
22639,Thompson Ltd,Electronics,US,2024-12-06,0.806
22640,"Palmer, Martin and Robertson",Travel,US,2025-09-21,0.879
22641,"Simon, Martin and Gardner",Retail,UK,2025-07-22,0.764
22642,Goodwin Inc,Electronics,IN,2025-01-12,0.054
22643,Hull-Murphy,Food,US,2025-01-12,0.829
22644,Moreno-Graham,Travel,US,2024-12-11,0.171
22645,"Long, Dunlap and Jones",Food,US,2023-12-25,0.682
